RunDate,PeriodEndDate,FeatureLag,n_estimators,max_depth,max_features,random_state,verbose,Annual Return,Annual Volatility,Sharpe Ratio,Calmar Ratio,Max Drawdown,Sortino Ratio,Alpha,Beta
10/23/2021,10/1/2021,71,477,2988,3,0,0,0.087129249,0.178030766,0.559675924,0.246637905,-0.353267876,0.728964129,-0.039277495,0.612982742
10/23/2021,10/1/2021,72,477,2988,3,0,0,0.054249435,0.183633923,0.380983711,0.165281733,-0.328224019,0.492207177,-0.075714055,0.652370823
10/23/2021,10/1/2021,73,477,2988,3,0,0,0.203744775,0.179609199,1.121930071,1.341349977,-0.151895313,1.729929831,0.060958605,0.624492247
10/23/2021,10/1/2021,74,477,2988,3,0,0,0.203564519,0.172847057,1.158859504,0.836254287,-0.243424185,1.705870906,0.070893081,0.578307812
10/23/2021,10/1/2021,75,477,2988,3,0,0,0.160218594,0.172842758,0.945813938,1.013546507,-0.1580772,1.442656308,0.032276182,0.577893826
10/23/2021,10/1/2021,76,477,2988,3,0,0,0.076191799,0.193029973,0.477666008,0.250910343,-0.303661451,0.648052358,-0.06955178,0.720815594
10/23/2021,10/1/2021,77,477,2988,3,0,0,0.269445866,0.193817996,1.328886785,1.388355788,-0.194075516,1.938144152,0.095886652,0.728271875
10/23/2021,10/1/2021,78,477,2988,3,0,0,0.210132209,0.174172375,1.183050076,0.681253601,-0.308449319,1.65143613,0.074862392,0.587295777
10/23/2021,10/1/2021,79,477,2988,3,0,0,0.0925553,0.161641735,0.628458012,0.554935956,-0.166785552,0.910098286,-0.013451775,0.505141619
10/23/2021,10/1/2021,80,477,2988,3,0,0,0.138572782,0.176066504,0.825505177,0.701001776,-0.197678219,1.17140627,0.008732607,0.599569418
10/23/2021,10/1/2021,81,477,2988,3,0,0,0.088746821,0.19323824,0.537073965,0.432262987,-0.205307472,0.748947181,-0.059040518,0.722345483
10/23/2021,10/1/2021,82,477,2988,3,0,0,0.21844359,0.195746407,1.108040597,0.804757262,-0.271440346,1.558390923,0.048927186,0.742052426
10/23/2021,10/1/2021,83,477,2988,3,0,0,0.107744034,0.192346351,0.628828517,0.362004388,-0.297631845,0.859454803,-0.041286021,0.715679584
10/23/2021,10/1/2021,84,477,2988,3,0,0,0.135944338,0.196291778,0.748301754,0.576262592,-0.235906929,1.048851323,-0.022752315,0.745461856
10/23/2021,10/1/2021,85,477,2988,3,0,0,0.028055289,0.182335433,0.243395748,0.09896946,-0.28347421,0.329599102,-0.097220631,0.643389178
10/23/2021,10/1/2021,86,477,2988,3,0,0,0.232415414,0.185555809,1.219278143,1.100407873,-0.211208425,1.824643391,0.077054901,0.666937026
10/23/2021,10/1/2021,87,477,2988,3,0,0,0.119086678,0.167869123,0.754160985,0.827576744,-0.143898049,1.084914249,0.002416024,0.54489152
10/23/2021,10/1/2021,88,477,2988,3,0,0,0.168221194,0.200384073,0.877258149,0.542444881,-0.310116658,1.197886806,-0.001324973,0.777118113
10/23/2021,10/1/2021,89,477,2988,3,0,0,0.152630757,0.186710058,0.85541545,0.703064214,-0.217093623,1.16316874,0.006017238,0.674451131
10/23/2021,10/1/2021,90,477,2988,3,0,0,0.254951389,0.196397829,1.255820996,0.9413401,-0.270838764,1.757180752,0.079238496,0.747540328
10/23/2021,10/4/2021,1,477,2988,3,0,0,0.225634592,0.1915717,1.158954925,0.82440515,-0.273693817,1.628308776,0.065541971,0.710970433
10/23/2021,10/4/2021,2,477,2988,3,0,0,0.052350457,0.18916746,0.365359963,0.186172115,-0.281193869,0.483960135,-0.081761787,0.692434184
10/23/2021,10/4/2021,3,477,2988,3,0,0,0.114948071,0.203861188,0.636409928,0.325431306,-0.353217619,0.883459889,-0.048376424,0.804202242
10/23/2021,10/4/2021,4,477,2988,3,0,0,0.187587472,0.200078944,0.960197144,0.611563073,-0.306734464,1.342455098,0.019475484,0.775078847
10/23/2021,10/4/2021,5,477,2988,3,0,0,0.125601529,0.196994908,0.699746542,0.570907967,-0.220003112,0.98099373,-0.029158274,0.750907789
10/23/2021,10/4/2021,6,477,2988,3,0,0,0.104922943,0.171956997,0.666745439,0.490560945,-0.213883605,0.921339511,-0.012785895,0.571890669
10/23/2021,10/4/2021,7,477,2988,3,0,0,0.090502327,0.191228956,0.549077398,0.335910245,-0.269424134,0.765610956,-0.051393918,0.707491283
10/23/2021,10/4/2021,8,477,2988,3,0,0,0.234376745,0.188121705,1.214006655,1.105098279,-0.212086789,1.755322877,0.078393181,0.685704166
10/23/2021,10/4/2021,9,477,2988,3,0,0,-0.045905356,0.177926686,-0.17319649,-0.098959452,-0.463880453,-0.210553207,-0.154444823,0.613913454
10/23/2021,10/4/2021,10,477,2988,3,0,0,0.165376041,0.171157393,0.980780688,0.623731645,-0.265139731,1.327377108,0.042347797,0.566819491
10/23/2021,10/4/2021,11,477,2988,3,0,0,0.148498418,0.185769214,0.838422347,0.624239323,-0.237886998,1.20091616,0.006879463,0.667763002
10/23/2021,10/4/2021,12,477,2988,3,0,0,0.100291807,0.167799033,0.654584857,0.345533646,-0.290251927,0.856146272,-0.011511678,0.544521881
10/23/2021,10/4/2021,13,477,2988,3,0,0,0.135194318,0.208460605,0.713457949,0.407068842,-0.332116597,0.975004579,-0.038062261,0.841023247
10/23/2021,10/4/2021,14,477,2988,3,0,0,0.16895051,0.186492948,0.930981373,0.625773909,-0.269986504,1.30685413,0.023805774,0.673128839
10/23/2021,10/4/2021,15,477,2988,3,0,0,0.128118891,0.188085073,0.735248616,0.532164454,-0.240750561,1.044328089,-0.014224779,0.684440558
10/23/2021,10/4/2021,16,477,2988,3,0,0,0.101753238,0.181718218,0.625485058,0.361188036,-0.281718184,0.816962614,-0.028362311,0.638772006
10/23/2021,10/4/2021,17,477,2988,3,0,0,0.241548569,0.175154209,1.322515524,1.273061164,-0.189738385,2.091402503,0.104136322,0.594501387
10/23/2021,10/4/2021,18,477,2988,3,0,0,0.019729148,0.166467628,0.201257377,0.083909106,-0.235125234,0.268498438,-0.08250727,0.536368014
10/23/2021,10/4/2021,19,477,2988,3,0,0,0.138973797,0.186737548,0.790672128,0.630742386,-0.22033369,1.126460167,-0.002792003,0.67470091
10/23/2021,10/4/2021,20,477,2988,3,0,0,0.060032845,0.185884863,0.406961686,0.256727016,-0.233839221,0.553968855,-0.070802372,0.668543749
10/23/2021,10/4/2021,21,477,2988,3,0,0,0.137818012,0.20169779,0.74196696,0.443727165,-0.310591786,1.012333324,-0.025565065,0.787291063
10/23/2021,10/4/2021,22,477,2988,3,0,0,0.146514282,0.180378405,0.84860912,0.560164726,-0.261555709,1.212624257,0.012784907,0.629506061
10/23/2021,10/4/2021,23,477,2988,3,0,0,0.205957032,0.19252434,1.069675119,1.468654788,-0.140235155,1.55054885,0.046947596,0.717805322
10/23/2021,10/4/2021,24,477,2988,3,0,0,0.043941136,0.190048472,0.322598051,0.140516976,-0.312710516,0.419382244,-0.090228947,0.698962224
10/23/2021,10/4/2021,25,477,2988,3,0,0,0.103917665,0.179203186,0.642210158,0.336739761,-0.308599332,0.867759906,-0.023154334,0.621187134
10/23/2021,10/4/2021,26,477,2988,3,0,0,0.107715727,0.171237901,0.683225114,0.507758896,-0.212139517,0.954103556,-0.009415359,0.567111151
10/23/2021,10/4/2021,27,477,2988,3,0,0,0.220796068,0.16389167,1.299070303,1.637794115,-0.13481308,2.023895677,0.101742884,0.520205298
10/23/2021,10/4/2021,28,477,2988,3,0,0,0.171904999,0.162222386,1.059154272,0.725784773,-0.236853962,1.534644609,0.060014585,0.509147392
10/23/2021,10/4/2021,29,477,2988,3,0,0,0.171291108,0.184823256,0.948886313,0.813708565,-0.210506703,1.31253904,0.028350006,0.661134866
10/23/2021,10/4/2021,30,477,2988,3,0,0,0.296749483,0.190049487,1.462602644,1.801958551,-0.164681636,2.233460049,0.129358175,0.700909507
10/23/2021,10/4/2021,31,477,2988,3,0,0,0.097501995,0.186256751,0.593828141,0.380081139,-0.256529422,0.790140107,-0.038293024,0.67112605
10/23/2021,10/4/2021,32,477,2988,3,0,0,0.206933433,0.193594862,1.069270958,0.985765146,-0.209921637,1.519773986,0.046191907,0.72582877
10/23/2021,10/4/2021,33,477,2988,3,0,0,0.276049936,0.175913969,1.474459443,1.559461962,-0.177016139,2.169770386,0.133721596,0.600241034
10/23/2021,10/4/2021,34,477,2988,3,0,0,0.071420218,0.192107996,0.455678857,0.230012209,-0.310506205,0.618736321,-0.069181553,0.714060321
10/23/2021,10/4/2021,35,477,2988,3,0,0,0.086340118,0.173934461,0.563893109,0.35275766,-0.244757598,0.757295714,-0.031879572,0.585154704
10/23/2021,10/4/2021,36,477,2988,3,0,0,0.263365353,0.18426442,1.361473969,2.139378174,-0.123103693,2.053059715,0.109664997,0.658320402
10/23/2021,10/4/2021,37,477,2988,3,0,0,0.059542433,0.167513404,0.429883226,0.283284636,-0.210185889,0.576797553,-0.047841185,0.542786201
10/23/2021,10/4/2021,38,477,2988,3,0,0,0.097713666,0.183497828,0.601206581,0.335420548,-0.291316874,0.790647576,-0.034319798,0.651363138
10/23/2021,10/4/2021,39,477,2988,3,0,0,0.206026063,0.192329594,1.070809878,1.017289926,-0.202524431,1.526297896,0.047296918,0.716353478
10/23/2021,10/4/2021,40,477,2988,3,0,0,0.166482739,0.189898467,0.906022897,0.65158213,-0.255505379,1.31919316,0.016560082,0.697946596
10/23/2021,10/4/2021,41,477,2988,3,0,0,0.142597539,0.182509998,0.822069744,0.554257413,-0.257276738,1.14730168,0.006352074,0.644473011
10/23/2021,10/4/2021,42,477,2988,3,0,0,0.062850297,0.163604075,0.455143278,0.229282232,-0.274117609,0.603234176,-0.040146823,0.517694324
10/23/2021,10/4/2021,43,477,2988,3,0,0,0.01993407,0.180002154,0.20107926,0.05213544,-0.382351627,0.256711412,-0.098481846,0.627182548
10/23/2021,10/4/2021,44,477,2988,3,0,0,0.149170881,0.192369872,0.819587798,0.44095809,-0.338288115,1.141449392,-0.002016052,0.716130889
10/23/2021,10/4/2021,45,477,2988,3,0,0,0.088793028,0.196079534,0.532868597,0.241059068,-0.368345521,0.719094408,-0.059547426,0.743887451
10/23/2021,10/4/2021,46,477,2988,3,0,0,0.101673347,0.190902764,0.603804972,0.295858589,-0.343655214,0.804825873,-0.041084336,0.705074315
10/23/2021,10/4/2021,47,477,2988,3,0,0,0.114773198,0.167990869,0.730726748,0.715879775,-0.160324682,1.046320743,0.001058691,0.545779393
10/23/2021,10/4/2021,48,477,2988,3,0,0,0.123252302,0.193586032,0.698406517,0.446172439,-0.276243647,0.930793112,-0.026134832,0.725103455
10/23/2021,10/4/2021,49,477,2988,3,0,0,0.092147626,0.156608431,0.641594282,0.522815191,-0.176252772,0.872438568,-0.005243912,0.474200599
10/23/2021,10/4/2021,50,477,2988,3,0,0,0.270522882,0.172451726,1.47456443,1.532917276,-0.176475852,2.332098614,0.133890183,0.576760799
10/23/2021,10/4/2021,51,477,2988,3,0,0,0.070198878,0.172353509,0.480110739,0.32600652,-0.215329674,0.661975196,-0.044364417,0.574598373
10/23/2021,10/4/2021,52,477,2988,3,0,0,0.024174791,0.174160182,0.224541622,0.094462965,-0.255918188,0.30919716,-0.087725124,0.587066403
10/23/2021,10/4/2021,53,477,2988,3,0,0,0.087845054,0.196960905,0.526447336,0.436506578,-0.201245659,0.740719025,-0.061700747,0.750599472
10/23/2021,10/4/2021,54,477,2988,3,0,0,0.084647196,0.182284271,0.538217517,0.239002185,-0.354169129,0.699637891,-0.044213973,0.642777151
10/23/2021,10/4/2021,55,477,2988,3,0,0,0.033919386,0.167673719,0.283360643,0.106582133,-0.318246453,0.377109201,-0.071146436,0.544022352
10/23/2021,10/4/2021,56,477,2988,3,0,0,0.216682767,0.176217562,1.200860552,1.550132331,-0.139783399,1.912023103,0.080583603,0.601400095
10/23/2021,10/4/2021,57,477,2988,3,0,0,0.161862329,0.1858641,0.900449421,0.847528941,-0.190981477,1.280142089,0.018459524,0.668535638
10/23/2021,10/4/2021,58,477,2988,3,0,0,0.195577825,0.192798068,1.022978576,1.143000874,-0.171109077,1.546574215,0.037424804,0.719727841
10/23/2021,10/4/2021,59,477,2988,3,0,0,0.142775001,0.174362143,0.852522138,0.612207822,-0.233213292,1.245699825,0.017659858,0.588132975
10/23/2021,10/4/2021,60,477,2988,3,0,0,0.109030704,0.174337155,0.681199014,0.453068814,-0.240649324,0.950179362,-0.012247197,0.587861938
10/23/2021,10/4/2021,61,477,2988,3,0,0,0.210064757,0.190636782,1.095901039,0.963083211,-0.218116934,1.599890204,0.053346953,0.70383798
10/23/2021,10/4/2021,62,477,2988,3,0,0,0.030359742,0.193457144,0.252475377,0.092058448,-0.329787677,0.333286541,-0.106587636,0.724395874
10/23/2021,10/4/2021,63,477,2988,3,0,0,0.216187003,0.163471266,1.27886116,1.300739403,-0.166203163,1.976650187,0.098178066,0.517480108
10/23/2021,10/4/2021,64,477,2988,3,0,0,0.098621562,0.194538232,0.581802541,0.285129131,-0.345883851,0.782447657,-0.048857877,0.732220139
10/23/2021,10/4/2021,65,477,2988,3,0,0,0.235403595,0.200906333,1.153513114,1.048177589,-0.224583694,1.657112077,0.059021621,0.782119212
10/23/2021,10/4/2021,66,477,2988,3,0,0,0.139578979,0.19411016,0.771273907,0.528459378,-0.264124331,1.051653242,-0.012781826,0.729109296
10/23/2021,10/4/2021,67,477,2988,3,0,0,0.170146724,0.200160949,0.886006136,0.5829321,-0.291880862,1.233497745,0.004422673,0.775548128
10/23/2021,10/4/2021,68,477,2988,3,0,0,0.032148521,0.18757119,0.263977018,0.101236457,-0.317558732,0.338519816,-0.097279048,0.680941116
10/23/2021,10/4/2021,69,477,2988,3,0,0,0.071632077,0.17476096,0.485101827,0.213882029,-0.33491396,0.612336427,-0.045873271,0.590779047
10/23/2021,10/4/2021,70,477,2988,3,0,0,0.181990123,0.183051953,1.006197146,0.824170086,-0.220816219,1.375040781,0.040351171,0.648603645
10/23/2021,10/4/2021,71,477,2988,3,0,0,0.081968838,0.178081666,0.532837295,0.232030262,-0.353267876,0.693594635,-0.041034437,0.613444516
10/23/2021,10/4/2021,72,477,2988,3,0,0,0.049290807,0.183672402,0.35526649,0.150174283,-0.328224019,0.4587289,-0.07717342,0.652769395
10/23/2021,10/4/2021,73,477,2988,3,0,0,0.197857666,0.179668272,1.094313886,1.302592305,-0.151895313,1.685407891,0.05892071,0.624977475
10/23/2021,10/4/2021,74,477,2988,3,0,0,0.197678546,0.172918095,1.130082343,0.812074385,-0.243424185,1.661791753,0.068580188,0.578853493
10/23/2021,10/4/2021,75,477,2988,3,0,0,0.159974055,0.172720392,0.945141481,1.011999547,-0.1580772,1.441632784,0.035144294,0.577193664
10/23/2021,10/4/2021,76,477,2988,3,0,0,0.076079715,0.192892954,0.477327293,0.250541235,-0.303661451,0.647592584,-0.066167989,0.71989991
10/23/2021,10/4/2021,77,477,2988,3,0,0,0.263142215,0.193858964,1.302943048,1.355875389,-0.194075516,1.898859309,0.094283053,0.728641489
10/23/2021,10/4/2021,78,477,2988,3,0,0,0.204204822,0.174241639,1.154446886,0.662036871,-0.308449319,1.610218314,0.07258207,0.587831785
10/23/2021,10/4/2021,79,477,2988,3,0,0,0.092418128,0.161527071,0.628012074,0.554113511,-0.166785552,0.909452597,-0.010994369,0.504513935
10/23/2021,10/4/2021,80,477,2988,3,0,0,0.133093865,0.176125702,0.797884691,0.673285434,-0.197678219,1.131212081,0.006748476,0.600066215
10/23/2021,10/4/2021,81,477,2988,3,0,0,0.08861552,0.193101105,0.536693031,0.43162345,-0.205307472,0.748415825,-0.055627539,0.721432173
10/23/2021,10/4/2021,82,477,2988,3,0,0,0.218102172,0.19560801,1.107251759,0.803499462,-0.271440346,1.557285289,0.05265962,0.74115602
10/23/2021,10/4/2021,83,477,2988,3,0,0,0.107583264,0.192209907,0.628382314,0.361464227,-0.297631845,0.858845044,-0.037867265,0.714781576
10/23/2021,10/4/2021,84,477,2988,3,0,0,0.135738978,0.196152626,0.747770429,0.575392076,-0.235906929,1.048107192,-0.019153271,0.744534404
10/23/2021,10/4/2021,85,477,2988,3,0,0,0.028014942,0.182205918,0.24322327,0.098827129,-0.28347421,0.329365261,-0.094238701,0.642557471
10/23/2021,10/4/2021,86,477,2988,3,0,0,0.226347141,0.185607279,1.192375548,1.071676664,-0.211208425,1.782697955,0.075184703,0.667375655
10/23/2021,10/4/2021,87,477,2988,3,0,0,0.118908095,0.167750124,0.753625481,0.8263357,-0.143898049,1.084144533,0.005083819,0.544220898
