Date,Close,EquityPriceReturns,PositiveReturn,BAMLH0A0HYM2,BAMLC0A0CM,BAMLC0A4CBBB,BAMLH0A1HYBB,BAMLH0A3HYC
2011-12-08,102.05792236328124,-0.0219364537148606,0,0.00265252,0.0078125,0.006535948,0.003590664,0.005813953
2011-12-09,103.7870101928711,0.0169422205503562,1,-0.003968254,0.003875969,0.003246753,-0.005366726,-0.00216763
2011-12-12,102.27202606201172,-0.0145970495541207,0,0.009296149,0.007722008,0.003236246,0.007194245,0.010137581
2011-12-13,101.31687927246094,-0.0093392770861079,0,0.0,0.0,0.0,0.001785714,-0.001433692
2011-12-14,100.23824310302734,-0.010646164559934,0,0.003947368,0.003831418,0.003225806,0.007130125,0.000717875
2011-12-15,100.60052490234376,0.0036142073933203,1,-0.001310616,0.0,0.0,-0.001769912,-0.004304161
2011-12-16,100.74967193603516,0.0014825671519724,1,0.003937008,0.0,0.0,0.007092199,0.000720461
2011-12-19,99.67249298095705,-0.0106916373460949,0,0.0,0.0,0.0,0.0,0.002159827
2011-12-20,102.6886215209961,0.0302603903026215,1,-0.014379085,0.0,0.0,-0.017605634,-0.00862069
2011-12-21,102.8874740600586,0.0019364612760124,1,-0.0066313,0.0,-0.003215434,-0.008960573,-0.003623188
2011-12-22,103.79896545410156,0.0088591094530214,1,-0.005340454,-0.007633588,-0.003225806,-0.005424955,-0.004363636
2011-12-23,104.72697448730467,0.0089404458815485,1,-0.010738255,0.0,-0.003236246,-0.012727273,-0.006574142
2011-12-27,104.80982971191406,0.0007911545713508,1,0.0,0.0,0.0,0.0,0.0
2011-12-28,103.43433380126952,-0.0131237300396851,0,0.004070556,-0.007692308,0.0,0.007366483,-0.000735294
2011-12-29,104.50325012207033,0.010334250548319,1,-0.005405405,-0.003875969,-0.003246753,-0.003656307,-0.00147167
2011-12-30,103.9895248413086,-0.004915878502933,0,0.002717391,-0.003891051,0.0,0.0,-0.00073692
2012-01-03,105.64673614501952,0.015936329223928,1,-0.02351314,-0.011673152,-0.012698413,-0.023529412,-0.020911128
2012-01-04,105.81242370605467,0.0015683168934601,1,-0.008498584,-0.003937008,-0.003215434,-0.008032129,-0.003813883
2012-01-05,106.09414672851562,0.0026624758472932,1,0.0,-0.003952569,-0.003225806,-0.002024291,0.003062787
2012-01-06,105.82073974609376,-0.0025770223037986,0,0.0,-0.003968254,-0.003236246,0.002028398,-0.001526718
2012-01-09,106.07760620117188,0.0024273734590634,1,-0.001428571,-0.003984064,0.0,-0.002024291,-0.002293578
2012-01-10,106.99734497070312,0.0086704329261257,1,-0.010014306,-0.008,-0.006493506,-0.00811359,-0.011494253
2012-01-11,107.05534362792967,0.0005420569757357,1,0.00867052,0.004032258,0.003267974,0.008179959,0.004651163
2012-01-12,107.3122100830078,0.0023993800437545,1,-0.007163324,-0.008032129,-0.006514658,-0.002028398,-0.006944444
2012-01-13,106.75704956054688,-0.0051733211163157,0,0.012987013,0.004048583,0.0,0.016260163,0.009324009
2012-01-17,107.17135620117188,0.0038808363694056,1,0.001432665,-0.004048583,-0.003278689,0.0,0.00310559
2012-01-18,108.35623168945312,0.0110558971191623,1,-0.008583691,-0.008130081,-0.006578947,-0.012048193,-0.003095975
2012-01-19,108.92798614501952,0.0052766181201746,1,-0.023088023,-0.016393443,-0.009933775,-0.024390244,-0.02173913
2012-01-20,109.33401489257812,0.0037274970549627,1,-0.011816839,-0.008333333,-0.010033445,-0.00625,-0.006349206
2012-01-23,109.05227661132812,-0.0025768584600758,0,-0.010463378,-0.016806723,-0.010135135,-0.014675052,-0.007188498
2012-01-24,108.92798614501952,-0.0011397328893149,0,0.0,-0.004273504,-0.006825939,-0.004255319,-0.003218021
2012-01-25,109.83942413330078,0.0083673445230854,1,0.001510574,-0.004291845,0.0,0.006410256,-0.001614205
2012-01-26,109.27601623535156,-0.0051293777475149,0,-0.007541478,-0.012931034,-0.010309278,-0.010615711,-0.016168149
2012-01-27,109.22630310058594,-0.000454931800026,0,-0.001519757,-0.004366812,-0.006944444,0.0,0.001643385
2012-01-30,108.8534164428711,-0.00341389067587,0,0.01217656,0.0,0.003496503,0.012875536,0.011484824
2012-01-31,108.8119888305664,-0.0003805816451009,0,-0.006015038,0.004385965,0.0,-0.004237288,-0.02757502
2012-02-01,109.7648696899414,0.0087571311729146,1,-0.010590015,-0.008733624,-0.006968641,-0.012765957,-0.013344454
2012-02-02,109.93888854980467,0.0015853784581063,1,0.001529052,-0.008810573,-0.007017544,0.0,0.000845309
2012-02-03,111.48008728027344,0.0140186857516806,1,-0.019847328,-0.022222222,-0.014134276,-0.023706897,-0.019425676
2012-02-06,111.40550994873048,-0.0006689744631744,0,0.003115265,-0.004545455,-0.007168459,0.006622517,-0.002583979
2012-02-07,111.6872329711914,0.0025288069018363,1,-0.01242236,-0.00913242,-0.007220217,-0.01754386,-0.005181347
2012-02-08,112.01866912841795,0.0029675384411398,1,-0.011006289,-0.00921659,-0.007272727,-0.011160714,-0.006944444
2012-02-09,112.15953826904295,0.00125755056475,1,-0.004769475,-0.009302326,-0.010989011,-0.009029345,-0.001748252
2012-02-10,111.3309326171875,-0.0073877412892682,0,0.014376997,0.009389671,0.003703704,0.022779043,0.021015762
2012-02-13,112.15953826904295,0.0074427262251062,1,-0.012598425,-0.004651163,-0.003690037,-0.013363029,-0.006861063
2012-02-14,112.01866912841795,-0.0012559711175619,0,0.0,-0.004672897,-0.003703704,0.002257336,-0.007772021
2012-02-15,111.49665832519533,-0.0046600339683041,0,0.0,0.004694836,0.0,-0.004504505,0.005221932
2012-02-16,112.73127746582033,0.0110731492689588,1,-0.001594896,0.004672897,0.0,-0.004524887,0.004329004
2012-02-17,113.02957153320312,0.0026460630455753,1,-0.009584665,-0.013953488,-0.007434944,-0.009090909,-0.011206897
2012-02-21,113.07927703857422,0.000439756646839,1,-0.009677419,-0.004716981,-0.007490637,-0.009195402,-0.010452962
2012-02-22,112.71469116210938,-0.0032241617209887,0,0.001628664,-0.004739336,-0.003773585,0.0,0.000880282
2012-02-23,113.21188354492188,0.0044110699118842,1,-0.006504065,0.0,-0.003787879,-0.004640371,-0.00703606
2012-02-24,113.46041870117188,0.0021953097896421,1,-0.016366612,-0.00952381,-0.007604563,-0.018648019,-0.015057573
2012-02-27,113.6510238647461,0.0016799264955669,1,0.006655574,0.0,0.0,0.011876485,0.000899281
2012-02-28,113.9824447631836,0.0029161276965874,1,-0.00661157,-0.009615385,-0.007662835,-0.009389671,-0.004492363
2012-02-29,113.53504943847656,-0.0039251248351144,0,-0.004991681,-0.014563107,-0.015444015,-0.009478673,-0.00631769
2012-03-01,114.12329864501952,0.0051812124049124,1,-0.006688963,-0.009852217,-0.007843137,-0.009569378,-0.003633061
2012-03-02,113.77531433105467,-0.0030491960721118,0,0.005050505,-0.004975124,-0.003952569,0.007246377,0.002734731
2012-03-05,113.3112564086914,-0.0040787223932688,0,0.006700168,0.0,-0.003968254,0.007194245,0.006363636
2012-03-06,111.65409088134766,-0.0146248976480031,0,0.039933444,0.015,0.015936255,0.042857143,0.036133695
2012-03-07,112.43296813964844,0.0069758058316777,1,-0.0112,0.0,0.0,-0.00913242,-0.009590235
2012-03-08,113.55156707763672,0.0099490296885065,1,-0.011326861,-0.004926108,-0.007843137,-0.016129032,-0.012323944
2012-03-09,113.99073791503906,0.0038675894019328,1,-0.003273322,-0.004950495,-0.003952569,-0.007025761,-0.006238859
2012-03-12,113.99899291992188,7.241820724912529e-05,1,-0.004926108,-0.004975124,-0.003968254,-0.002358491,-0.005381166
2012-03-13,116.0539779663086,0.0180263438627938,1,-0.014851485,-0.01,-0.007968127,-0.016548463,-0.011722272
2012-03-14,115.92969512939452,-0.0010709054449657,0,-0.023450586,-0.02020202,-0.020080321,-0.026442308,-0.020072993
2012-03-15,116.6008529663086,0.0057893522118293,1,0.006861063,-0.005154639,0.0,0.009876543,0.000931099
2012-03-16,116.76231384277344,0.0013847315208876,1,-0.001703578,-0.010362694,-0.008196721,0.0,-0.006511628
2012-03-19,117.2200164794922,0.0039199517520274,1,-0.011945392,-0.005235602,-0.008264463,-0.012224939,-0.007490637
2012-03-20,116.87883758544922,-0.0029105856174542,0,0.001727116,-0.005263158,-0.004166667,0.004950495,0.003773585
2012-03-21,116.68742370605467,-0.001637712038799,0,0.00862069,0.0,0.0,0.009852217,0.002819549
2012-03-22,115.8468246459961,-0.0072038531091074,0,0.01025641,0.010582011,0.0041841,0.009756098,0.012183693
2012-03-23,116.2213363647461,0.0032328181622105,1,0.003384095,0.0,0.004166667,0.007246377,0.001851852
2012-03-26,117.8525161743164,0.0140351148987916,1,-0.003372681,0.0,0.0,-0.004796163,-0.004621072
2012-03-27,117.48635864257812,-0.0031069131455513,0,0.003384095,0.0,0.0,0.007228916,0.0
2012-03-28,116.90375518798828,-0.0049589029851735,0,0.0,0.005235602,0.0,0.0,0.000928505
2012-03-29,116.70401000976562,-0.0017086292728702,0,0.015177066,0.005208333,0.004149378,0.014354067,0.013914657
2012-03-30,117.18672943115234,0.0041362710788286,1,-0.011627907,-0.005181347,0.0,-0.014150943,-0.007319305
2012-04-02,118.04393005371094,0.007314826744629,1,0.0,0.0,0.004115226,0.004716981,-0.002729754
2012-04-03,117.56122589111328,-0.0040891908832416,0,-0.013355593,0.0,-0.004098361,-0.016431925,-0.006386861
2012-04-04,116.39611053466795,-0.009910711185714,0,0.013536379,0.010416667,0.008230453,0.011933174,0.007346189
2012-04-05,116.33785247802734,-0.0005005154929406,0,0.010016694,0.010309278,0.008163265,0.014150943,0.00911577
2012-04-09,115.03125,-0.0112311036364893,0,0.031404959,0.015306122,0.012145749,0.037209302,0.021680217
2012-04-10,113.10049438476562,-0.0167846182253463,0,0.012820513,0.015075377,0.012,0.015695067,0.015030946
2012-04-11,114.01588439941406,0.0080935987028871,1,-0.003164557,0.004950495,0.007905138,-0.006622517,0.00087108
2012-04-12,115.5056381225586,0.0130661945130883,1,-0.00952381,-0.009852217,-0.003921569,-0.008888889,-0.010443864
2012-04-13,114.13243865966795,-0.0118885924982603,0,0.003205128,0.004975124,0.0,0.004484305,0.000879507
2012-04-16,114.05755615234376,-0.000656101877815,0,-0.004792332,0.0,0.0,-0.004464286,-0.004393673
2012-04-17,115.74694061279295,0.0148116838326146,1,-0.011235955,-0.004950495,-0.003937008,-0.011210762,-0.012356575
2012-04-18,115.35580444335938,-0.0033792354887551,0,0.0,0.004975124,0.0,0.002267574,0.0
2012-04-19,114.61514282226562,-0.0064206705910271,0,0.001623377,-0.004950495,0.003952569,0.004524887,0.00178731
2012-04-20,114.8065414428711,0.0016699243738,1,-0.004862237,0.004975124,0.0,-0.004504505,-0.002676182
2012-04-23,113.84114837646484,-0.0084088681208696,0,0.009771987,0.004950495,0.003937008,0.00678733,0.008050089
2012-04-24,114.27394104003906,0.0038017243303185,1,-0.009677419,0.0,0.0,-0.015730337,-0.005323869
2012-04-25,115.83850860595705,0.0136913766312634,1,-0.01465798,-0.004926108,-0.003921569,-0.015981735,-0.01338091
2012-04-26,116.64576721191406,0.006968827686681,1,0.001652893,0.0,0.0,0.002320186,-0.000904159
2012-04-27,116.8371810913086,0.0016409843577673,1,-0.00660066,0.0,0.0,-0.002314815,-0.008144796
2012-04-30,116.40447235107422,-0.0037035191725158,0,0.003322259,0.004950495,0.003937008,0.004640371,0.0
2012-05-01,117.12850952148438,0.006220011617994,1,-0.013245033,-0.004926108,-0.007843137,-0.016166282,-0.011861314
2012-05-02,116.77893829345705,-0.0029845101713962,0,0.0,-0.004950495,0.0,0.002347418,0.0
2012-05-03,115.88846588134766,-0.0076252826504698,0,-0.006711409,-0.004975124,-0.007905138,-0.007025761,-0.002770083
2012-05-04,114.01588439941406,-0.0161584802050174,0,0.003378378,0.0,0.003984064,0.002358491,0.00462963
2012-05-07,114.0991439819336,0.0007302454649902,1,0.001683502,0.005,0.003968254,0.002352941,0.001843318
2012-05-08,113.64144134521484,-0.0040114467185767,0,0.008403361,0.004975124,0.003952569,0.004694836,0.004599816
2012-05-09,112.96731567382812,-0.0059320408418518,0,0.006666667,0.004950495,0.003937008,0.007009346,0.008241758
2012-05-10,113.20034790039062,0.0020628287498247,1,-0.006622517,0.0,0.0,-0.006960557,-0.003633061
2012-05-11,112.85910034179688,-0.0030145451398614,0,0.003333333,0.004926108,0.003921569,0.004672897,0.000911577
2012-05-14,111.61075592041016,-0.0110610878308091,0,0.014950166,0.019607843,0.015625,0.018604651,0.012750455
2012-05-15,110.96996307373048,-0.0057413180422919,0,0.006546645,0.004807692,0.003846154,0.00456621,0.008992806
2012-05-16,110.54553985595705,-0.003824667558837,0,0.011382114,0.019138756,0.01532567,0.013636364,0.012477718
2012-05-17,108.90602111816406,-0.0148311613469823,0,0.035369775,0.023474178,0.022641509,0.040358744,0.028169014
2012-05-18,107.9739227294922,-0.0085587406380455,0,0.01242236,0.02293578,0.018450185,0.012931034,0.014554795
2012-05-21,109.82981872558594,0.0171883724252877,1,0.016871166,0.004484305,0.007246377,0.010638298,0.014345992
2012-05-22,110.02117156982422,0.0017422667765334,1,-0.012066365,-0.004464286,-0.007194245,-0.016842105,-0.009151414
2012-05-23,110.07947540283205,0.000529932849977,1,0.016793893,0.00896861,0.010869565,0.012847966,0.016792611
2012-05-24,110.29583740234376,0.0019655071821513,1,-0.006006006,0.0,0.0,-0.006342495,-0.003303055
2012-05-25,109.93798828125,-0.0032444481090284,0,0.001510574,-0.004444444,0.0,0.00212766,-0.0008285
2012-05-29,111.26956176757812,0.0121120415894968,1,-0.006033183,-0.004464286,0.0,-0.006369427,-0.002487562
2012-05-30,109.65503692626952,-0.0145100314556917,0,0.018209408,0.013452915,0.014388489,0.021367521,0.014131338
2012-05-31,109.41368103027344,-0.0022010470541209,0,0.037257824,0.013274336,0.010638298,0.060669456,0.008196721
2012-06-01,106.6589813232422,-0.0251769219451547,0,0.028735632,0.017467249,0.014035088,0.031558185,0.024390244
2012-06-04,106.60906219482422,-0.0004680255502036,0,0.001396648,0.0,0.003460208,0.0,0.004761905
2012-06-05,107.41631317138672,0.0075720671389762,1,0.008368201,0.0,0.0,0.007648184,0.004739336
2012-06-06,109.82981872558594,0.0224687059436528,1,-0.02351314,-0.012875536,-0.013793103,-0.026565465,-0.019654088
2012-06-07,109.89640808105467,0.0006062957787003,1,-0.015580737,-0.013043478,-0.01048951,-0.013645224,-0.017642342
2012-06-08,110.7702178955078,0.0079512135993438,1,0.0,-0.004405286,0.0,-0.001976285,0.00244898
2012-06-11,109.36373901367188,-0.0126972656419499,0,-0.007194245,-0.004424779,-0.003533569,-0.00990099,-0.004071661
2012-06-12,110.62043762207033,0.011490998933763,1,0.0,0.004444444,0.003546099,-0.002,0.004088307
2012-06-13,109.91302490234376,-0.0063949549914402,0,0.001449275,0.0,0.0,0.0,0.0
2012-06-14,111.07814025878906,0.0106003392908211,1,-0.008683068,-0.004424779,-0.003533569,-0.008016032,-0.00732899
2012-06-15,112.2141571044922,0.0102271864028011,1,-0.001459854,-0.004444444,-0.003546099,-0.002020202,0.0
2012-06-18,112.4316864013672,0.0019385191894498,1,-0.004385965,0.0,0.0,-0.006072874,-0.001640689
2012-06-19,113.51915740966795,0.0096722822818706,1,-0.02349486,-0.013392857,-0.010676157,-0.026476578,-0.017255546
2012-06-20,113.3351593017578,-0.0016208551235642,0,-0.016541353,-0.004524887,-0.007194245,-0.018828452,-0.014214047
2012-06-21,110.79204559326172,-0.0224388770807211,0,-0.003058104,-0.009090909,-0.003623188,-0.002132196,0.0
2012-06-22,111.64531707763672,0.0077015590767908,1,0.0,-0.004587156,-0.003636364,0.0,0.001696353
2012-06-25,109.85513305664062,-0.0160345643494498,0,0.012269939,0.004608295,0.003649635,0.010683761,0.012701101
2012-06-26,110.4072265625,0.0050256505135242,1,-0.004545455,0.0,0.0,-0.006342495,-0.003344482
2012-06-27,111.4027099609375,0.0090164695684478,1,-0.00761035,0.0,0.003636364,-0.010638298,-0.006711409
2012-06-28,111.08482360839844,-0.0028534885071515,0,0.0,0.004587156,0.003623188,0.0,0.000844595
2012-06-29,113.85382080078124,0.0249268721184112,1,-0.024539877,-0.01826484,-0.014440433,-0.025806452,-0.019409283
2012-07-02,114.19679260253906,0.0030123872817402,1,0.001552795,-0.009302326,-0.003636364,0.00422833,-0.003546099
2012-07-03,114.94969940185548,0.0065930643248177,1,-0.009302326,-0.004694836,-0.00729927,-0.010526316,-0.004448399
2012-07-05,114.43099212646484,-0.0045124717862659,0,0.003134796,-0.004716981,0.0,0.004264392,0.00178731
2012-07-06,113.34353637695312,-0.0095031575738668,0,0.00625,0.0,-0.003676471,0.006369427,0.003568243
2012-07-09,113.20127868652344,-0.0012551019226766,0,0.0,0.0,0.0,0.0,0.002666667
2012-07-10,112.2141571044922,-0.0087200568181281,0,-0.00621118,-0.004739336,-0.003690037,-0.008438819,0.00177305
2012-07-11,112.23088836669922,0.0001491011708214,1,-0.0046875,-0.004761905,-0.003703704,-0.008510638,-0.002654867
2012-07-12,111.68714904785156,-0.0048448277186495,0,0.006279435,0.0,0.0,0.008583691,0.005323869
2012-07-13,113.56102752685548,0.0167779238254264,1,0.0,-0.009569378,-0.007434944,-0.00212766,-0.002647838
2012-07-16,113.29328155517578,-0.0023577276246146,0,-0.003120125,-0.009661836,-0.007490637,-0.006396588,-0.001769912
2012-07-17,114.07131958007812,0.0068674683460681,1,-0.004694836,-0.009756098,-0.00754717,-0.010729614,0.003546099
2012-07-18,114.91620635986328,0.007406653862648,1,-0.004716981,-0.009852217,-0.007604563,-0.002169197,0.000883392
2012-07-19,115.21736907958984,0.00262071581778,1,-0.012638231,-0.014925373,-0.007662835,-0.013043478,-0.011473963
2012-07-20,114.16333770751952,-0.0091481985788289,0,0.0048,0.005050505,0.0,0.00660793,0.00625
2012-07-23,113.00886535644533,-0.0101124614456518,0,0.015923567,0.010050251,0.007722008,0.01750547,0.013309672
2012-07-24,112.0384750366211,-0.0085868512772292,0,0.003134796,0.0,0.007662835,-0.002150538,0.007005254
2012-07-25,112.06361389160156,0.0002243769827485,1,0.0,0.0,0.0,0.0,0.000869565
2012-07-26,113.91236877441406,0.0164973698296111,1,-0.0078125,-0.004975124,-0.007604563,-0.00862069,-0.006081668
2012-07-27,116.0120849609375,0.0184327321880348,1,-0.020472441,-0.025,-0.019157088,-0.023913043,-0.013111888
2012-07-30,116.0120849609375,0.0,0,-0.003215434,-0.005128205,-0.0078125,-0.004454343,-0.002657219
2012-07-31,115.20063018798828,-0.0069945710675094,0,-0.006451613,0.0,0.003937008,-0.004474273,-0.012433393
2012-08-01,115.10030364990234,-0.0008708853234762,0,-0.00974026,-0.005154639,-0.007843137,-0.015730337,-0.007194245
2012-08-02,114.30555725097656,-0.0069048158321384,0,0.004918033,0.005181347,0.003952569,0.00913242,0.002717391
2012-08-03,116.57260131835938,0.0198331920328698,1,-0.019575856,-0.010309278,-0.007874016,-0.022624434,-0.013550136
2012-08-06,116.7984390258789,0.0019373137852758,1,-0.001663894,-0.010416667,-0.007936508,-0.00462963,-0.003663004
2012-08-07,117.38401794433594,0.0050135851415555,1,-0.015,-0.005263158,-0.008,-0.020930233,-0.004595588
2012-08-08,117.5262680053711,0.0012118349970147,1,-0.003384095,-0.005291005,-0.004032258,0.0,-0.005540166
2012-08-09,117.6266098022461,0.0008537818700276,1,0.003395586,0.0,-0.004048583,0.0,0.00371402
2012-08-10,117.8190460205078,0.0016359922179618,1,0.011844332,-0.005319149,0.0,0.011876485,0.005550416
2012-08-13,117.76044464111328,-0.0004973846026925,0,-0.003344482,0.005347594,0.004065041,-0.002347418,0.000919963
2012-08-14,117.77717590332033,0.0001420787961359,1,-0.006711409,-0.010638298,-0.012145749,-0.011764706,-0.005514706
2012-08-15,117.91102600097656,0.0011364689009534,1,-0.006756757,0.0,0.0,-0.00952381,-0.003696858
2012-08-16,118.78108215332033,0.0073789210547328,1,0.00170068,0.0,-0.004098361,0.002403846,0.001855288
2012-08-17,118.9399642944336,0.0013376047619115,1,0.0,-0.005376344,0.0,-0.002398082,0.000925926
2012-08-20,118.94839477539062,7.088013694178663e-05,1,-0.005093379,-0.005405405,0.0,0.0,-0.006475486
2012-08-21,118.58865356445312,-0.0030243469162976,0,-0.005119454,0.0,-0.004115226,-0.002403846,-0.006517691
2012-08-22,118.63885498046876,0.0004233239395734,1,0.008576329,0.0,0.004132231,0.014457831,0.007497657
2012-08-23,117.6684341430664,-0.0081796207284882,0,0.00170068,0.0,0.0,0.0,-0.000930233
2012-08-24,118.37950897216795,0.0060430380864675,1,-0.003395586,0.0,0.0,-0.002375297,-0.001862197
2012-08-27,118.40460205078124,0.0002119714706636,1,0.0,0.0,0.0,-0.002380952,0.0
2012-08-28,118.2874755859375,-0.0009892053418119,0,0.001703578,0.0,0.0,0.002386635,0.001865672
2012-08-29,118.37950897216795,0.0007780484432065,1,-0.006802721,0.0,0.0,-0.007142857,-0.004655493
2012-08-30,117.5262680053711,-0.0072076744886437,0,0.003424658,0.005434783,0.004115226,0.004796163,0.001870907
2012-08-31,118.08674621582033,0.0047689611859673,1,0.020477816,0.005405405,0.004098361,0.031026253,0.012138189
2012-09-04,117.97796630859376,-0.0009211864219524,0,-0.006688963,-0.005376344,-0.004081633,-0.009259259,-0.006451613
2012-09-05,117.87757873535156,-0.000850901031635,0,-0.005050505,0.0,0.0,-0.004672897,-0.005565863
2012-09-06,120.27007293701172,0.0202964314955227,1,-0.018612521,-0.010810811,-0.008196721,-0.021126761,-0.015858209
2012-09-07,120.73858642578124,0.0038955118037959,1,-0.010344828,-0.010928962,-0.008264463,-0.007194245,-0.009478673
2012-09-10,120.05261993408205,-0.0056814189399251,0,-0.010452962,-0.005524862,-0.008333333,-0.012077295,-0.006698565
2012-09-11,120.3872299194336,0.0027871943613999,1,-0.007042254,-0.005555556,-0.004201681,-0.007334963,-0.006743738
2012-09-12,120.78874206542967,0.0033351722293535,1,-0.023049645,-0.011173184,-0.008438819,-0.024630542,-0.014548982
2012-09-13,122.6291732788086,0.0152367777154427,1,-0.001814882,-0.005649718,-0.004255319,0.0,-0.005905512
2012-09-14,123.17294311523438,0.0044342616188846,1,-0.036363636,-0.034090909,-0.034188034,-0.042929293,-0.026732673
2012-09-17,122.754638671875,-0.0033960741115687,0,0.003773585,-0.011764706,-0.008849558,0.005277045,0.0
2012-09-18,122.6542739868164,-0.0008176040119092,0,0.001879699,0.0,0.0,0.002624672,0.0
2012-09-19,122.72119903564452,0.0005456397616876,1,0.001876173,-0.005952381,-0.004464286,0.002617801,-0.002034588
2012-09-20,122.72953033447266,6.788801685120305e-05,1,0.007490637,0.005988024,0.0,0.010443864,0.00509684
2012-09-21,122.67830657958984,-0.0004173710658161,0,0.007434944,-0.005952381,0.0,0.007751938,0.005070994
2012-09-24,122.4932098388672,-0.0015087976504025,0,0.014760148,0.0,0.0,0.015384615,0.008072654
2012-09-25,121.18968200683594,-0.0106416333913199,0,0.010909091,0.005988024,0.004484305,0.017676768,0.008008008
2012-09-26,120.50843048095705,-0.0056213657350836,0,0.043165468,0.011904762,0.013392857,0.044665012,0.033763654
2012-09-27,121.643798828125,0.0094214848092921,1,-0.012068966,0.0,-0.004405286,-0.019002375,-0.008645533
2012-09-28,121.080322265625,-0.0046321848538795,0,-0.001745201,-0.011764706,-0.004424779,0.0,-0.000968992
2012-10-01,121.39990997314452,0.002639468590267,1,-0.005226481,-0.00591716,-0.004444444,-0.007246377,-0.001926782
2012-10-02,121.52603912353516,0.0010389558807624,1,0.001751313,-0.005952381,-0.004464286,0.00243309,0.002895753
2012-10-03,122.02227783203124,0.0040833940781337,1,-0.006993007,0.0,0.0,-0.004854369,-0.006737247
2012-10-04,122.89691925048828,0.0071678830619847,1,-0.01056338,-0.017964072,-0.013452915,-0.014634146,-0.00872093
2012-10-05,122.90534973144533,6.859798446079424e-05,1,-0.012455516,-0.012195122,-0.013636364,-0.014851485,-0.009775171
2012-10-08,122.48482513427734,-0.0034215320821008,0,-0.001801802,-0.00617284,0.0,-0.002512563,0.000987167
